0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0
0,0,233,0,0,0,0,0,0,0,0,129,120,120,120,120
120,120,120,120,120,120,120,120,120,121,120,143,120,120,120,120
0,0,190,190,190,190,190,190,190,0,0,125,0,0,190,190
0,0,0,129,136,136,136,136,136,136,136,143,136,136,136,128
121,120,128,125,125,125,125,119,125,125,125,125,119,125,125,125
0,0,125,135,143,143,143,143,143,143,143,143,143,143,143,137
0,0,125,125,125,125,125,125,125,125,125,125,125,125,125,125
0,0,125,135,143,143,143,143,143,143,143,143,142,142,143,130
0,0,135,137,125,119,125,125,125,119,125,125,129,121,142,122
0,0,113,131,143,143,143,143,143,143,143,137,125,0,0,0
0,0,125,204,205,205,206,125,125,125,125,125,125,0,171,172
0,0,125,210,211,211,212,143,143,143,143,137,125,0,177,204
0,0,125,210,211,211,212,125,125,119,125,125,125,0,177,216
0,0,125,216,217,217,218,142,142,142,142,130,125,0,183,184
110,110,96,110,110,110,110,110,110,110,110,110,96,110,110,110
116,102,102,116,116,102,102,116,116,102,102,116,116,102,102,116
100,125,125,100,100,125,125,100,100,125,125,100,100,125,125,100
110,96,96,110,110,96,96,110,110,96,96,110,110,96,96,110
116,116,116,116,116,116,116,116,116,116,116,116,116,116,102,116
129,136,136,136,136,136,136,136,136,136,136,136,128,233,125,233
135,135,135,135,135,135,135,135,135,135,135,135,125,233,125,233
135,135,135,135,135,135,135,135,135,135,135,135,125,233,125,233
135,143,143,143,143,143,143,143,143,143,143,143,137,233,125,233
135,135,135,135,135,135,135,135,171,172,172,172,172,173,125,233
135,135,135,135,135,135,135,135,177,204,205,205,206,179,125,233
135,135,135,135,135,135,135,135,177,210,171,173,212,179,125,233
135,143,143,143,143,143,143,143,177,210,177,179,212,179,125,222
135,135,135,135,135,135,135,135,177,210,177,179,212,179,119,234
135,135,135,135,135,135,135,135,177,210,177,179,212,179,135,142
135,135,135,135,135,135,135,135,177,210,177,179,212,179,125,204
135,143,143,143,143,143,143,143,177,210,177,179,212,179,135,210
135,135,135,135,135,135,135,135,177,210,0,0,0,0,113,0
135,135,135,135,135,135,135,135,177,210,0,0,0,0,125,0
131,142,142,143,135,135,135,135,177,216,217,217,218,179,125,0
136,120,128,131,142,142,143,130,183,184,184,184,184,185,125,0
172,173,131,120,120,120,142,122,120,120,120,120,120,120,143,120
224,179,0,0,0,0,0,0,0,0,0,0,0,251,125,0
230,179,0,0,0,0,0,0,201,202,202,202,203,233,125,0
230,179,0,0,0,0,0,0,207,219,220,221,209,203,137,0
230,179,0,0,0,0,0,0,207,219,220,221,209,215,113,0
230,179,0,0,0,0,0,0,213,214,214,214,215,233,135,0
236,179,0,0,0,0,0,0,0,0,0,0,0,0,125,0
184,185,0,0,0,0,0,201,202,202,203,129,120,120,130,0
0,0,0,0,0,0,0,207,204,206,209,125,233,233,233,0
0,0,0,0,0,0,0,207,210,212,209,125,233,240,241,0
0,0,0,0,0,0,0,207,210,212,209,125,233,246,247,0
0,0,0,0,0,0,0,207,210,212,209,125,233,246,247,0
0,0,0,0,0,0,0,207,216,218,209,113,233,246,247,0
0,0,0,0,0,0,0,213,214,214,215,119,233,246,247,0
0,0,0,0,0,0,0,0,131,120,120,137,233,246,247,0
0,0,0,0,0,0,0,0,0,0,0,125,233,246,247,0
144,144,144,144,144,144,144,144,144,144,144,125,0,0,0,0
144,144,144,144,144,144,144,144,144,144,144,125,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,125,233,252,253,254
0,0,0,0,0,0,0,0,0,0,0,125,233,233,233,233
0,0,0,0,0,0,0,0,0,0,0,131,120,120,120,120
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

