139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
153,154,154,154,154,154,154,154,154,154,154,139,139,139,139,139
159,160,160,160,160,160,160,160,160,160,160,139,139,139,139,139
159,160,160,160,160,160,160,160,160,160,160,139,139,139,139,139
159,160,160,160,160,160,160,160,160,154,154,154,139,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,155,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
159,160,160,160,160,160,160,160,160,160,160,160,161,139,139,139
165,166,166,166,166,166,166,166,166,166,166,166,167,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139

