139,116,117,143,149,149,149,149,124,163,134,147,136,124,156,98
108,102,103,143,146,162,149,146,136,163,130,135,129,124,156,98
114,102,117,143,149,149,149,149,124,163,128,146,127,124,156,98
139,116,117,152,221,222,222,223,124,163,134,135,136,124,156,98
139,116,117,158,227,170,172,229,134,119,141,140,129,124,156,98
139,116,117,158,227,176,178,229,124,163,128,142,127,124,156,98
139,116,117,158,227,182,184,229,124,163,118,125,124,124,156,98
139,110,111,164,233,234,234,235,124,163,130,119,129,124,156,98
139,116,103,119,119,119,119,121,125,119,119,119,120,129,156,98
139,116,117,139,139,139,139,139,112,162,162,162,162,156,156,98
139,116,117,139,139,139,139,139,130,119,120,119,119,127,156,98
139,116,117,139,139,139,139,139,148,139,139,139,139,124,156,98
139,116,117,170,171,172,139,139,148,139,139,139,139,124,156,98
139,116,117,194,177,196,139,139,146,148,148,148,148,136,156,98
139,126,126,182,183,184,139,188,195,189,195,190,128,129,156,98
139,130,141,119,119,119,119,119,119,119,119,120,129,148,156,98

