0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,87,87,85,0,0,0,0,0,0,0,0,0,0,243,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,61,61,61,61,61,0,0,0,0,0,0,243,0
0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,237,0,0,231,0,0,231,0,243,0
0,0,0,0,0,0,0,0,0,231,0,0,231,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0

